No,Date,Invoice,BarCode,Description,Unit,Q'tity,Price,Promotion,Total
12846,10/3/12,HBL/TT/11/10/12_00158,OB0062,150ml FREEZER BRICK SMALL,PC,2,"25,000",0,"50,000"
12847,10/3/12,HBL/TT/11/10/12_00158,KT0073,CAKE BOARD 30cm SILVER ,PC,1,"30,000",0,"30,000"
12848,10/3/12,HBL/TT/11/10/12_00158,AH0083,FLAT HAIR CLIPS COLOURED 12pk,PACK,2,"19,000",0,"38,000"
12849,10/3/12,HBL/TT/11/10/12_00158,AH0082,BOBBY PINS COLOUR SMALL 100pk,PACK,1,"26,000",0,"26,000"
12850,10/3/12,HBL/TT/11/10/12_00158,BKC00060,Socola Snicker 240g,c©y,2,"8,000",0,"16,000"
12851,10/3/12,HBL/TT/11/10/12_00158,BC0122,SNAPLOCK MINI BAGS 50pk ,PACK,1,"29,000",0,"29,000"
12852,10/3/12,HBL/TT/11/10/12_00158,BKC00092,SOCOLA Dove,PACK,1,"23,000",0,"23,000"
12853,10/3/12,HBL/TT/11/10/12_00158,KA0087,CUTLERY TRAY PLAST.FLUORO COL,PC,1,"35,000",0,"35,000"
12854,10/3/12,HBL/TT/11/10/12_00158,KC0084,PAPER CUPCAKE BASES 100pc 8cm,PACK,1,"25,000",0,"25,000"
12855,10/3/12,HBL/TT/11/10/12_00158,EA0289,STEREO EARPHONES W/CASE PDQ,SET,1,"49,000",0,"49,000"
12856,10/3/12,HBL/TT/11/10/12_00158,HB0168,CAR AIR FRESHENER SNEAKER,PC,1,"35,000",0,"35,000"
12857,10/3/12,HBL/TT/11/10/12_00159,UN34926,SUNSILK SHAMPOO,PACK,1,"20,000",0,"20,000"
12858,10/3/12,HBL/TT/11/10/12_00160,MB0001,PILLOW PROTECTOR 44X72 CM,PC,1,"18,000",0,"18,000"
12859,10/3/12,HBL/TT/11/10/12_00160,OB0068,HOT & COLD FOIL BAG 41x49cm,PC,1,"29,000",0,"29,000"
12860,10/3/12,HBL/TT/11/10/12_00160,SG0099,MAGNIFIER w/LED LIGHT PDQ,PC,1,"59,000",0,"59,000"
12861,10/3/12,HBL/TT/11/10/12_00160,DH0080,DIFFUSER 100ml 6asst SCENT PDQ,PC,1,"79,000",0,"79,000"
12862,10/3/12,HBL/TT/11/10/12_00161,IW43687,Paddle Pop Fruity,c©y,1,"6,000",0,"6,000"
12863,10/3/12,HBL/TT/11/10/12_00162,NN93057,Tiwister Cam PET 455ML,Chai,1,"10,000",0,"10,000"
12864,10/3/12,HBL/TT/11/10/12_00163,SE0036,CLICK PEN FOUR COLOUR 4PK,PACK,5,"33,000",0,"165,000"
12865,10/3/12,HBL/TT/11/10/12_00164,IW30656,Kem Asian Delight Taro,c©y,1,"9,000",0,"9,000"
12866,10/3/12,HBL/TT/11/10/12_00165,IW30656,Kem Asian Delight Taro,c©y,1,"9,000",0,"9,000"
12867,10/3/12,HBL/TT/11/10/12_00165,IW80149,Kem Topten Vanilla,PACK,1,"10,000",0,"10,000"
12868,10/3/12,HBL/TT/11/10/12_00166,NN42023,7Up Revive 330ml,Lon,1,"7,000",0,"7,000"
12869,10/3/12,HBL/TT/11/10/12_00166,NN13058,Pepsi PET 500ml,Chai,1,"8,000",0,"8,000"
12870,10/3/12,HBL/TT/11/10/12_00167,LM0016,WRIST SUPPORT NEOPRENE,PC,1,"29,000",0,"29,000"
12871,10/3/12,HBL/TT/11/10/12_00168,MK0007,TEA TOWEL PICKED CHECKS 64GMS,PC,4,"30,000",0,"120,000"
12872,10/3/12,HBL/TT/11/10/12_00168,CA0013,MEN'S BOXED HANKIES 4PK COTTON,PACK,2,"59,000",0,"118,000"
12873,10/3/12,HBL/TT/11/10/12_00169,NN43051,7Up Revive PET 500ml,Chai,1,"10,000",0,"10,000"
12874,10/3/12,HBL/TT/11/10/12_00170,KT0064,CUTLERY S/STL PLAST.TRAY 56pc,SET,1,"299,000",0,"299,000"
12875,10/3/12,HBL/TT/11/10/12_00170,QH0042,SCISSORS 3pk SOFT GRIP 2-TONE,SET,1,"39,000",0,"39,000"
12876,10/3/12,HBL/TT/11/10/12_00170,RG0103,NECK CUSHION PRINTED 30x30cm,PC,2,"99,000",0,"198,000"
12877,10/3/12,HBL/TT/11/10/12_00170,SE0055,CLICK PENS RUBBER GRIP 12pk,PACK,1,"35,000",0,"35,000"
12878,10/3/12,HBL/TT/11/10/12_00170,SP0047,A4 100 SHEET COL COPY PAPER,PACK,1,"45,000",0,"45,000"
12879,10/3/12,HBL/TT/11/10/12_00170,BL0095,TRAVEL LINT ROLLER 5pk,PACK,1,"26,000",0,"26,000"
12880,10/3/12,HBL/TT/11/10/12_00170,AG0079,BANDAGE PLASTER STRIP 6x100cm,PC,1,"17,000",0,"17,000"
12881,10/3/12,HBL/TT/11/10/12_00170,BC0003,MESH/SPONGE SCRUBBERS PK 2,PACK,1,"16,000",0,"16,000"
12882,10/3/12,HBL/TT/11/10/12_00170,BB0030,DUSTPAN N BRUSH SILVER/BLACK,SET,1,"34,000",0,"34,000"
12883,10/3/12,HBL/TT/11/10/12_00170,KA0015,KNIFE SET EURO STYLE W/BOARD,SET,1,"99,000",0,"99,000"
12884,10/3/12,HBL/TT/11/10/12_00170,KA0074,VEGETABLE PEELERS PK4,PACK,1,"22,000",0,"22,000"
12885,10/3/12,HBL/TT/11/10/12_00170,KA0270,PREMIUM BOX GRATER W/HDL 22cm,PC,1,"59,000",0,"59,000"
12886,10/3/12,HBL/TT/11/10/12_00170,KS0083,WASTE BIN RIBBED PLASTIC 27.5cm,PC,2,"35,000",0,"70,000"
12887,10/3/12,HBL/TT/11/10/12_00170,KS0084,TAKEAWAY TUBS RECT 5pk 750ml,PACK,1,"35,000",0,"35,000"
12888,10/3/12,HBL/TT/11/10/12_00170,HY0004,PE TWINE COIL 1.5MMx150MTR,PC,1,"39,000",0,"39,000"
12889,10/3/12,HBL/TT/11/10/12_00170,HY0002,PE ROPE COIL 6MMx12MTR,PC,1,"29,000",0,"29,000"
12890,10/3/12,HBL/TT/11/10/12_00171,NN82023,Pepsi Light 330ml,Lon,5,"9,000",0,"45,000"
12891,10/3/12,HBL/TT/11/10/12_00171,NN12020, Pepsi  Cola Lon 330ml,,1,"8,000",0,"8,000"
12892,10/3/12,HBL/TT/11/10/12_00171,NN43051,7Up Revive PET 500ml,Chai,2,"10,000",0,"20,000"
12893,10/3/12,HBL/TT/11/10/12_00171,NN92111,Tiwister Cam lon 320 ml ,Lon,1,"9,000",0,"9,000"
12894,10/3/12,HBL/TT/11/10/12_00171,NN33074,Sting dâu PET 350ml,Chai,1,"9,000",0,"9,000"
12895,10/3/12,HBL/TT/11/10/12_00171,NN32084,Sting dâu lon 250ml,Lon,1,"8,000",0,"8,000"
12896,10/3/12,HBL/TT/11/10/12_00171,NN22029,7up lon 330ml,Lon,2,"8,000",0,"16,000"
12897,10/3/12,HBL/TT/11/10/12_00172,SL0025,LASER STICKER MICRO HEART/STAR,SET,2,"12,000",0,"24,000"
12898,10/3/12,HBL/TT/11/10/12_00172,SL0024,GLITTER CLEAR STICKERS THEMED,SET,1,"39,000",0,"39,000"
12899,10/3/12,HBL/TT/11/10/12_00172,SK0220,FINGER PAINT 10x20ml W/STAMPS,PACK,1,"89,000",0,"89,000"
12900,10/3/12,HBL/TT/11/10/12_00172,SE0037,PROPELLING CRAYONS 12PK,PACK,1,"45,000",0,"45,000"
12901,10/3/12,HBL/TT/11/10/12_00172,SE0086,JUMBO PENCIL W/SHARPENER,PC,1,"25,000",0,"25,000"
12902,10/3/12,HBL/TT/11/10/12_00173,BKC20000,KÑo lo_i 20000,Gram,22,400,0,"8,800"
12903,10/3/12,HBL/TT/11/10/12_00173,BKC15000,KÑo nhom 15000/50g,Gram,28,300,0,"8,400"
12904,10/3/12,HBL/TT/11/10/12_00173,BL0198,WOODEN PEGS QUALITY 36pk,PACK,1,"35,000",0,"35,000"
12905,10/3/12,HBL/TT/11/10/12_00174,HY0082,JUTE STRING BALLS 48mtr 4pk ,Bé,1,"28,000",0,"28,000"
12906,10/3/12,HBL/TT/11/10/12_00174,MA0011,ANTI SLIP FOAM MAT 65X180CM,PC,1,"160,000",0,"160,000"
12907,10/3/12,HBL/TT/11/10/12_00175,KS0143,SWIRLY STRAW DRINK BOTTLE,PC,1,"48,000",0,"48,000"
12908,10/3/12,HBL/TT/11/10/12_00176,PA0126,PET TENNIS BALL BONE 15cm,PC,1,"35,000",0,"35,000"
12909,10/3/12,HBL/TT/11/10/12_00176,SG0034,MAGNIFYING GLASS 13x6.5cm,PC,1,"20,000",0,"20,000"
12910,10/3/12,HBL/TT/11/10/12_00176,TM0367,PU FOAM SPORTS BALL 4asst 75mm,PC,1,"25,000",0,"25,000"
12911,10/3/12,HBL/TT/11/10/12_00176,IW45329,Kem Topten Chocolate,c©y,5,"10,000",0,"50,000"
12912,10/3/12,HBL/TT/11/10/12_00176,IW27127,Paddle Pop Chocky,PACK,4,"6,000",0,"24,000"
12913,10/3/12,HBL/TT/11/10/12_00176,IW17067,Kem Paddle Pop Yakoo Cola,c©y,4,"5,000",0,"20,000"
12914,10/3/12,HBL/TT/11/10/12_00176,BKC21090,B¸nh Oreo double delight,Gãi,1,"16,000",0,"16,000"
12915,10/3/12,HBL/TT/11/10/12_00176,BKC86126,KÑo Fruit Plus,Gãi,1,"20,000",0,"20,000"
12916,10/3/12,HBL/TT/11/10/12_00176,BKC00090,banh marine,Hép,1,"14,000",0,"14,000"
12917,10/3/12,HBL/TT/11/10/12_00177,HT0002,SCREWDRIVER SET 6PC,SET,1,"69,000",0,"69,000"
12918,10/3/12,HBL/TT/11/10/12_00178,NN33074,Sting dâu PET 350ml,Chai,1,"9,000",0,"9,000"
12919,10/3/12,HBL/TT/11/10/12_00179,SE0048,FUN SET 15+15pc PENCIL/MARKER,SET,1,"65,000",0,"65,000"
12920,10/3/12,HBL/TT/11/10/12_00179,SE0008,PENS BALL POINT BLK/RED PK 5,GOI,1,"13,000",0,"13,000"
12921,10/3/12,HBL/TT/11/10/12_00180,RG0079,CAMERA TRIPOD FLEXI LEG,PC,1,"39,000",0,"39,000"
12922,10/3/12,HBL/TT/11/10/12_00180,HT0014,HACKSAW & HANDSAW MINI 2PC SET,PCS,1,"35,000",0,"35,000"
12923,10/3/12,HBL/TT/11/10/12_00180,HG0062,SAFETY GOGGLES CLEAR,PC,1,"15,000",0,"15,000"
12924,10/3/12,HBL/TT/11/10/12_00180,BC0117,FANCY STRAWS 4pk MIXED COLOUR,PACK,1,"23,000",0,"23,000"
12925,10/3/12,HBL/TT/11/10/12_00180,CK0011,KIDS FINGERLESS GLOVES,PAIR,1,"23,000",0,"23,000"
12926,10/3/12,HBL/TT/11/10/12_00180,CK0014,KIDS MAGIC GLOVES,PAIR,1,"25,000",0,"25,000"
12927,10/3/12,HBL/TT/11/10/12_00181,SG0001,STICKY TAPE 12MMx20MTR PK 10,PACK,1,"29,000",0,"29,000"
12928,10/3/12,HBL/TT/11/10/12_00181,SG0096,CRAFT GLUE 120ml EAZEE SQUEEZE,BOTTLE,1,"30,000",0,"30,000"
12929,10/3/12,HBL/TT/11/10/12_00181,SW0009,HOLOGRAPH WRAP 50X66CM PK 4,PACK,1,"30,000",0,"30,000"
12930,10/3/12,HBL/TT/11/10/12_00181,SW0011,TISS/WRAP 50x66cm GLD/SIL PK 4,PACK,1,"20,000",0,"20,000"
12931,10/3/12,HBL/TT/11/10/12_00182,SL0011,STICK IT NOTES 76X127MM,PACK,1,"18,000",0,"18,000"
12932,10/3/12,HBL/TT/11/10/12_00182,SF0006,DOCUMENT CLIP BAG 4PC,SET,1,"30,000",0,"30,000"
12933,10/3/12,HBL/TT/11/10/12_00182,SE0020,HIGHLIGHTERS SQ PK3 PVC CASE,SET,1,"24,000",0,"24,000"
12934,10/3/12,HBL/TT/11/10/12_00182,SE0005,MARKERS PERMANENT BLACK PK 3,PACK,1,"20,000",0,"20,000"
12935,10/3/12,HBL/TT/11/10/12_00182,RG0109,LUGGAGE SCALE UP TO 32kg,PC,1,"69,000",0,"69,000"
12936,10/3/12,HBL/TT/11/10/12_00182,BC0049,CLEANING MICRO-CLOTHS 3pk ROLL,PACK,1,"35,000",0,"35,000"
12937,10/3/12,HBL/TT/11/10/12_00182,AG0029,NAIL BUFFER 2 SIDED BC,PC,1,"12,000",0,"12,000"
12938,10/3/12,HBL/TT/11/10/12_00182,BB0011,PVA MOP W/SPARE SPONGE,PC,1,"129,000",0,"129,000"
12939,10/3/12,HBL/TT/11/10/12_00182,BA0443,DEHUMIDIFIER BAGS 3pk x 36g,PACK,1,"29,000",0,"29,000"
12940,10/3/12,HBL/TT/11/10/12_00182,EF0003,CALCULATOR 8 DIG.DESKTOP,PC,1,"59,000",0,"59,000"
12941,10/3/12,HBL/TT/11/10/12_00182,HY0087,STRETCH UTILITY STRAP 2pc 45cm,PACK,1,"24,000",0,"24,000"
12942,10/3/12,HBL/TT/11/10/12_00182,HY0052,NAIL IN HOOKS ASSTD SZS PK14,PACK,1,"29,000",0,"29,000"
12943,10/3/12,HBL/TT/11/10/12_00182,KA0253,ICE CUBE TRAY SILIC-TIP POPOUT,PC,1,"35,000",0,"35,000"
12944,10/3/12,HBL/TT/11/10/12_00182,KA0159,ICE CUBE BAGS 10pk CLEAR,PACK,2,"17,000",0,"34,000"
12945,10/3/12,HBL/TT/11/10/12_00183,IW88521,Kem Cornetto Fruity Yo,c©y,1,"16,000",0,"16,000"
12946,10/3/12,HBL/TT/11/10/12_00184,KA0064,CAN OPENER 19CM DELUXE,PC,1,"55,000",0,"55,000"
12947,10/3/12,HBL/TT/11/10/12_00184,HA0006,BUNGEE/OCCY STRAP 61CM PK 2,PACK,1,"26,000",0,"26,000"
12948,10/3/12,HBL/TT/11/10/12_00184,OB0025,ST/STEEL TRAVEL MUG 14oz,PC,1,"65,000",0,"65,000"
12949,10/3/12,HBL/TT/11/10/12_00185,AT0001,TOOTHBRUSH INDIVIDUAL PK,PC,1,"6,000",0,"6,000"
12950,10/3/12,HBL/TT/11/10/12_00186,AG0160,MENS RAZORS BLUE 40pk,PACK,1,"59,000",0,"59,000"
12951,10/3/12,HBL/TT/11/10/12_00186,SE0007,PENS BALL POINT BLUE PK 5,PACK,1,"12,000",0,"12,000"
12952,10/3/12,HBL/TT/11/10/12_00186,SL0133,NEON STICK-IT FLAGS 2asst PVC,SET,1,"29,000",0,"29,000"
12953,10/3/12,HBL/TT/11/10/12_00187,KT0079,SALAD BOWL CLEAR PS 28.5cm,PC,1,"38,000",0,"38,000"
12954,10/3/12,HBL/TT/11/10/12_00188,AH0070,HAIR BRUSH CHROME DISP.STAND,PC,1,"45,000",0,"45,000"
12955,10/3/12,HBL/TT/11/10/12_00188,KM0044,MELAMINE NOOD.BOWL WHITE 15cm,PC,2,"16,000",0,"32,000"
12956,10/3/12,HBL/TT/11/10/12_00189,DLM31018,no sugar milk 950ml,Hép,1,"34,500",0,"34,500"
12957,10/3/12,HBL/TT/11/10/12_00190,IW99797,Paddle Pop Jelli Snow,c©y,2,"7,000",0,"14,000"
12958,10/4/12,HBL/TT/11/10/12_00191,SF0027,DOCUMENT POUCH 24.8x32.5cm ,PC,1,"12,000",0,"12,000"
12959,10/4/12,HBL/TT/11/10/12_00192,AH0005,HAIR BRUSH SPIDER 23CM,PC,1,"20,000",0,"20,000"
12960,10/4/12,HBL/TT/11/10/12_00192,AG0070,COSMETIC SPONGE ROUND 8cm,PC,1,"15,000",0,"15,000"
12961,10/4/12,HBL/TT/11/10/12_00193,SW0010,TISS/WRAP 50x66cm NEON PK 4,PACK,2,"20,000",0,"40,000"
12962,10/4/12,HBL/TT/11/10/12_00193,SW0004,TISS/WRAP PLAIN 50X66CM PK 20,PACK,2,"22,000",0,"44,000"
12963,10/4/12,HBL/TT/11/10/12_00194,SC0011,BALLOONS PK100 ASST 23CM,SET,1,"99,000",0,"99,000"
12964,10/4/12,HBL/TT/11/10/12_00194,SC0093,PARTY CUPS PAPER 20pk 255ml,PACK,1,"34,000",0,"34,000"
12965,10/4/12,HBL/TT/11/10/12_00194,SC0094,PARTY NAPKINS 20pk 33x33cm,PACK,1,"29,000",0,"29,000"
12966,10/4/12,HBL/TT/11/10/12_00194,SC0091,PARTY PLATES 6pk CUTE CRITTERS,PACK,2,"30,000",0,"60,000"
12967,10/4/12,HBL/TT/11/10/12_00194,BC0115,ALUMINIUM FOIL 7.6m x 45cm,ROLL,1,"29,000",0,"29,000"
12968,10/4/12,HBL/TT/11/10/12_00194,KA0066,KITCHEN TOOL CHROME/BLACK 5AST,PC,1,"45,000",0,"45,000"
12969,10/4/12,HBL/TT/11/10/12_00194,KA0072,GLASS CHOPPING BOARD 40x30cm,PC,1,"69,000",0,"69,000"
12970,10/4/12,HBL/TT/11/10/12_00194,KA0090,MEASURE SPOONS 10pk BLK/WHITE,SET,1,"35,000",0,"35,000"
12971,10/4/12,HBL/TT/11/10/12_00195,DLM31018,no sugar milk 950ml,Hép,5,"34,500",0,"172,500"
12972,10/4/12,HBL/TT/11/10/12_00196,HY0082,JUTE STRING BALLS 48mtr 4pk ,Bé,1,"28,000",0,"28,000"
12973,10/4/12,HBL/TT/11/10/12_00197,UN90020,"ST Familife 1,2L",Chai,1,"90,000",0,"90,000"
12974,10/4/12,HBL/TT/11/10/12_00198,OT0040,WORK GLOVES PK5 MENS ,PACK,1,"59,000",0,"59,000"
12975,10/4/12,HBL/TT/11/10/12_00199,KT0079,SALAD BOWL CLEAR PS 28.5cm,PC,1,"38,000",0,"38,000"
12976,10/4/12,HBL/TT/11/10/12_00199,GF0001,EASY FRAME BLACK 18x24CM,PC,2,"35,000",0,"70,000"
12977,10/4/12,HBL/TT/11/10/12_00199,KA0090,MEASURE SPOONS 10pk BLK/WHITE,SET,1,"35,000",0,"35,000"
12978,10/4/12,HBL/TT/11/10/12_00199,KA0067,STRAINER PLAST.HNDLE 28.5X13CM,PC,1,"30,000",0,"30,000"
12979,10/4/12,HBL/TT/11/10/12_00199,KA0033,MIXING SPOONS PLAS SET 4,SET,1,"30,000",0,"30,000"
12980,10/4/12,HBL/TT/11/10/12_00199,KA0187,MEASURING JUGS 2pk 1000ml,PACK,1,"39,000",0,"39,000"
12981,10/4/12,HBL/TT/11/10/12_00199,KC0028,SILICON CUPCAKE MOLDS 6pk,PACK,1,"49,000",0,"49,000"
12982,10/4/12,HBL/TT/11/10/12_00199,AH0007,BRUSH COMB MIRROR CLIP ZIP BAG,SET,1,"35,000",0,"35,000"
12983,10/4/12,HBL/TT/11/10/12_00199,AG0223,BATH BALL BRUSH PLASTIC HANDLE,PC,1,"20,000",0,"20,000"
12984,10/4/12,HBL/TT/11/10/12_00199,BB0016,DISH BRUSH W/SOAP HANDLE,PC,1,"26,000",0,"26,000"
12985,10/4/12,HBL/TT/11/10/12_00200,BKC10000,Keo loai 10000/50g,Gãi,41,200,0,"8,200"
12986,10/4/12,HBL/TT/11/10/12_00201,HY0095,CLOTH TAPE BLACK 7.5m x 48mm,PC,1,"25,000",0,"25,000"
12987,10/4/12,HBL/TT/11/10/12_00201,QA0116,ARTIST BRUSH 15pk NON-PAINTED,PACK,2,"59,000",0,"118,000"
12988,10/4/12,HBL/TT/11/10/12_00201,SG0096,CRAFT GLUE 120ml EAZEE SQUEEZE,BOTTLE,3,"30,000",0,"90,000"
12989,10/4/12,HBL/TT/11/10/12_00202,BKC00092,SOCOLA Dove,PACK,1,"23,000",0,"23,000"
12990,10/4/12,HBL/TT/11/10/12_00203,BKC00087,B¸nh Chocochip 90gx3 Origin,c¸i,3,"15,000",0,"45,000"
12991,10/4/12,HBL/TT/11/10/12_00204,CR0009,DELUXE ADULTS PONCHO BLK/YLL,PC,1,"39,000",0,"39,000"
12992,10/4/12,HBL/TT/11/10/12_00205,LC0011,COMPASS W/ALUMINIUM CARABINER,PC,5,"29,000",0,"145,000"
12993,10/4/12,HBL/TT/11/10/12_00206,NN43051,7Up Revive PET 500ml,Chai,1,"10,000",0,"10,000"
12994,10/4/12,HBL/TT/11/10/12_00207,HB0025,HANGING FRESHENER FEET/LEAF ,PC,1,"12,000",0,"12,000"
12995,10/4/12,HBL/TT/11/10/12_00208,SC0022,BIRTHDAY CANDLES W/HLDR 24PC,PACK,1,"10,000",0,"10,000"
12996,10/4/12,HBL/TT/11/10/12_00209,KA0006,CAN OPENER PLST.HANDLE 16CM,PC,1,"29,000",0,"29,000"
12997,10/4/12,HBL/TT/11/10/12_00209,KA0073,WINE BOTTLE STOPPER 9cm,PC,1,"42,000",0,"42,000"
12998,10/4/12,HBL/TT/11/10/12_00210,TM0314,BUBBLE SWORD ASST COL,PC,1,"29,000",0,"29,000"
12999,10/4/12,HBL/TT/11/10/12_00211,SP0051,SPIRAL NOTEBK PP COV A4 60sht,PC,1,"49,000",0,"49,000"
13000,10/4/12,HBL/TT/11/10/12_00211,NN42023,7Up Revive 330ml,Lon,1,"7,000",0,"7,000"
13001,10/4/12,HBL/TT/11/10/12_00211,BKC00087,B¸nh Chocochip 90gx3 Origin,c¸i,1,"15,000",0,"15,000"
13002,10/4/12,HBL/TT/11/10/12_00211,NN43051,7Up Revive PET 500ml,Chai,1,"10,000",0,"10,000"
13003,10/4/12,HBL/TT/11/10/12_00212,KC0100,FOIL ROASTER DISH WAVE BASE,PC,1,"29,000",0,"29,000"
13004,10/4/12,HBL/TT/11/10/12_00212,QH0008,ELASTIC 12MM X 10MTR,PACK,1,"27,000",0,"27,000"
13005,10/4/12,HBL/TT/11/10/12_00213,LG0003,TABLE TENNIS 2 PC BAT 3PC BALL,SET,1,"45,000",0,"45,000"
13006,10/4/12,HBL/TT/11/10/12_00214,NN43051,7Up Revive PET 500ml,Chai,1,"10,000",0,"10,000"
13007,10/4/12,HBL/TT/11/10/12_00215,BKC00060,Socola Snicker 240g,c©y,1,"8,000",0,"8,000"
13008,10/4/12,HBL/TT/11/10/12_00216,BL0122,COAT HANGERS LAM WIRE 10pk,PACK,1,"35,000",0,"35,000"
13009,10/4/12,HBL/TT/11/10/12_00216,AG0386,MANICURE SET OVAL CASE DISP.BX,SET,1,"29,000",0,"29,000"
13010,10/4/12,HBL/TT/11/10/12_00216,AP0136,COTTON TIPS 300pk PP TUB,PACK,1,"20,000",0,"20,000"
13011,10/4/12,HBL/TT/11/10/12_00216,OB0083,TRAV COFF MUG SILC-GRIP 335ml,PC,1,"69,000",0,"69,000"
13012,10/4/12,HBL/TT/11/10/12_00216,RM0005,WET/TRAVEL PACK NYL.LADIES,PC,1,"59,000",0,"59,000"
13013,10/4/12,HBL/TT/11/10/12_00216,QH0063,SEWING KITS 2ASST,SET,1,"49,000",0,"49,000"
13014,10/4/12,HBL/TT/11/10/12_00216,TM0314,BUBBLE SWORD ASST COL,PC,1,"29,000",0,"29,000"
13015,10/4/12,HBL/TT/11/10/12_00217,SL0037,ROOM DECO WALL STICKERS 6ASST,SET,1,"70,000",0,"70,000"
13016,10/4/12,HBL/TT/11/10/12_00217,SL0023,GLITTER CLEAR STICKERS 3ASST,SET,1,"35,000",0,"35,000"
13017,10/4/12,HBL/TT/11/10/12_00217,SL0025,LASER STICKER MICRO HEART/STAR,SET,1,"12,000",0,"12,000"
13018,10/4/12,HBL/TT/11/10/12_00217,SL0026,GOLD RIM STICKERS 72pc W/ALBUM,SET,1,"35,000",0,"35,000"
13019,10/4/12,HBL/TT/11/10/12_00217,SL0020,LASER STICKER 4 ASST 30pc,SET,1,"35,000",0,"35,000"
13020,10/4/12,HBL/TT/11/10/12_00218,IW43974,Paddle Pop Chock Lava,c©y,1,"7,000",0,"7,000"
13021,10/4/12,HBL/TT/11/10/12_00219,IW28103,Kem Cornetto Vanilla,c©y,1,"13,000",0,"13,000"
13022,10/4/12,HBL/TT/11/10/12_00220,NN22026,Soda Evervess 300ml,,1,"6,000",0,"6,000"
13023,10/4/12,HBL/TT/11/10/12_00220,NN22026,Soda Evervess 300ml,Lon,1,"6,000",0,"6,000"
13024,10/4/12,HBL/TT/11/10/12_00221,NN22023,Lipton Ice Tea lon 330ml,,1,"9,000",0,"9,000"
13025,10/4/12,HBL/TT/11/10/12_00221,NN12020, Pepsi  Cola Lon 330ml,,1,"8,000",0,"8,000"
13026,10/4/12,HBL/TT/11/10/12_00221,NN42023,7Up Revive 330ml,,1,"7,000",0,"7,000"
13027,10/4/12,HBL/TT/11/10/12_00222,DH0187,LED FLAMELESS CANDLE TRY ME,PC,1,"89,000",0,"89,000"
13028,10/4/12,HBL/TT/11/10/12_00223,SE0008,PENS BALL POINT BLK/RED PK 5,GOI,1,"13,000",0,"13,000"
13029,10/4/12,HBL/TT/11/10/12_00224,SC0111,PLATES 17cm/7in 15pc COL,PACK,1,"30,000",0,"30,000"
13030,10/4/12,HBL/TT/11/10/12_00224,SL0004,LABELS-S/STICK 75X50MM PK 80,PACK,1,"22,000",0,"22,000"
13031,10/4/12,HBL/TT/11/10/12_00225,IL0011,LED PUSH LIGHT 3led 3pk,PACK,1,"69,000",0,"69,000"
13032,10/4/12,HBL/TT/11/10/12_00225,BL0060,PEGS WOODEN 96pk ,PACK,1,"49,000",0,"49,000"
13033,10/4/12,HBL/TT/11/10/12_00225,BL0053,OVER THE DOOR RAIL 10 HOOK,PC,1,"33,000",0,"33,000"
13034,10/4/12,HBL/TT/11/10/12_00226,SE0008,PENS BALL POINT BLK/RED PK 5,GOI,1,"13,000",0,"13,000"
13035,10/4/12,HBL/TT/11/10/12_00227,UN44758,LIFEBUOY PW BAR TOTL (ID) 144x70g,Côc,1,"3,500",0,"3,500"
13036,10/4/12,HBL/TT/11/10/12_00228,BKC00083,KÑo Mentos ,c¸i,1,"6,000",0,"6,000"
13037,10/4/12,HBL/TT/11/10/12_00228,KM0042,MELAMINE RICE BOWL WHITE 11cm,PC,5,"10,000",0,"50,000"
13038,10/4/12,HBL/TT/11/10/12_00228,KM0008,MELAMINE B&B PLATE 20.5CM,PC,2,"15,000",0,"30,000"
13039,10/4/12,HBL/TT/11/10/12_00229,IW99797,Paddle Pop Jelli Snow,c©y,7,"7,000",0,"49,000"
13040,10/4/12,HBL/TT/11/10/12_00229,IW43687,Paddle Pop Fruity,c©y,3,"6,000",0,"18,000"
13041,10/4/12,HBL/TT/11/10/12_00230,BKC00060,Socola Snicker 240g,c©y,2,"8,000",0,"16,000"
13042,10/4/12,HBL/TT/11/10/12_00231,SW0004,TISS/WRAP PLAIN 50X66CM PK 20,PACK,4,"22,000",0,"88,000"
13043,10/4/12,HBL/TT/11/10/12_00232,SC0009,STREAMERS RAINBOW CREPE PK 5,PACK,2,"20,000",0,"40,000"
13044,10/4/12,HBL/TT/11/10/12_00232,SC0029,LASER HAPPY BIRTHDAY BANNER,PC,1,"20,000",0,"20,000"
13045,10/4/12,HBL/TT/11/10/12_00232,SC0082,HAPPY BDY BALLOON CANDLES 13pc,PACK,1,"35,000",0,"35,000"
13046,10/4/12,HBL/TT/11/10/12_00232,KD0068,SUPER SIPPER BOTTLE,PC,1,"42,000",0,"42,000"
13047,10/4/12,HBL/TT/11/10/12_00232,KC0082,COOKIE TRAYS 3pc SET,SET,1,"249,000",0,"249,000"
13048,10/4/12,HBL/TT/11/10/12_00233,KS0084,TAKEAWAY TUBS RECT 5pk 750ml,PACK,2,"35,000",0,"70,000"
13049,10/4/12,HBL/TT/11/10/12_00233,EF0008,POCKET CALCULATOR COLOURED,PC,1,"36,000",0,"36,000"
13050,10/4/12,HBL/TT/11/10/12_00234,AG0026,NAIL FILES METAL PK2 BC,PACK,1,"20,000",0,"20,000"
13051,10/4/12,HBL/TT/11/10/12_00234,AT0021,ADULT TOOTHBRUSH CURVED HEAD,PC,2,"6,000",0,"12,000"
