No,Date,Invoice,BarCode,Description,Unit,Q'tity,Price,Promotion,Total
4301,8/2/12,HBL/TT/13/08/12_00023,UN45762,SUNLIGHT HDW STD LIQ GTEA R0310 15x800g,Chai,4,"18,000",0,"72,000"
4302,8/2/12,HBL/TT/13/08/12_00023,IB0081,LITHIUM CELL BATTERY MIX 8pk,PACK,1,"26,000",0,"26,000"
4303,8/2/12,HBL/TT/13/08/12_00024,HG0089,PS SHOWER ORGANIZER 3asst,PC,1,"28,000",0,"28,000"
4304,8/2/12,HBL/TT/13/08/12_00024,KA0087,CUTLERY TRAY PLAST.FLUORO COL,PC,1,"29,000",0,"29,000"
4305,8/2/12,HBL/TT/13/08/12_00024,BB0003,SCRUBBING BRUSH  17.5 CM,PCS,1,"25,000",0,"25,000"
4306,8/2/12,HBL/TT/13/08/12_00024,BL0198,WOODEN PEGS QUALITY 36pk,PACK,1,"28,000",0,"28,000"
4307,8/2/12,HBL/TT/13/08/12_00025,UN36678,VISO HS STD POWDER WHITE 4x2.1kg,B_ch,1,"49,000",0,"49,000"
4308,8/2/12,HBL/TT/13/08/12_00025,US0131,3 TIER DRAWER UNIT,PC,1,"59,000",0,"59,000"
4309,8/2/12,HBL/TT/13/08/12_00025,QE0083,ORGANIZER BOX PLASTIC 17-DIV,PC,1,"39,000",0,"39,000"
4310,8/2/12,HBL/TT/13/08/12_00025,QE0124,STORAGE CASE W/CLIPS 37x28cm,PC,1,"69,000","50,000","19,000"
4311,8/2/12,HBL/TT/13/08/12_00025,RG0012,PE SHOP BAG-STRIPE 55X45X25CM,PC,3,"25,000",0,"75,000"
4312,8/2/12,HBL/TT/13/08/12_00025,RG0048,JUMBO SHOPPER BAG WHT/SILV/BLK,PC,2,"49,000",0,"98,000"
4313,8/2/12,HBL/TT/13/08/12_00026,KT0028,SERVING TRAY REC 42x30cm PRINT,PC,1,"45,000","40,000","5,000"
4314,8/2/12,HBL/TT/13/08/12_00026,UN02871,KNORR POWDER PORK(HN) 50x28g,Gãi,4,"4,000",0,"16,000"
4315,8/2/12,HBL/TT/13/08/12_00026,AG0025,PEDICURE SET 2PC,SET,1,"19,000",0,"19,000"
4316,8/2/12,HBL/TT/13/08/12_00026,AG0069,COSMETIC SPONGE 4PK LARGE,PACK,2,"15,000","10,000","20,000"
4317,8/2/12,HBL/TT/13/08/12_00026,AG0013,TWEEZERS SLANT ST.STEEL,C¸i,2,"10,000",0,"20,000"
4318,8/2/12,HBL/TT/13/08/12_00026,DH0016,POTPOURRI BURNING OIL 10ML B/C,PCS,3,"17,000",0,"51,000"
4319,8/2/12,HBL/TT/13/08/12_00027,HG0003,PADLOCK LAM.STEEL 30MM,PC,1,"19,000",0,"19,000"
4320,8/2/12,HBL/TT/13/08/12_00027,KD0012,PARTY TUMBLER 4pk 13x8cm FLURO,c¸i,1,"29,000",0,"29,000"
4321,8/2/12,HBL/TT/13/08/12_00027,UN36685,VISO HS STD POWDER WHITE 40x240g,B_ch,1,"6,500",0,"6,500"
4322,8/2/12,HBL/TT/13/08/12_00027,QE0054,RUB ON TRANSFERS 30x12cm,SET,2,"25,000",0,"50,000"
4323,8/2/12,HBL/TT/13/08/12_00027,OD0006,PICNIC FORKS PLAS 50 PK WHITE,PACK,1,"15,000",0,"15,000"
4324,8/2/12,HBL/TT/13/08/12_00027,SF0005,REPORT COVERS PK5 SLIDE OFF SP,SET,1,"22,000",0,"22,000"
4325,8/2/12,HBL/TT/13/08/12_00028,UN36678,VISO HS STD POWDER WHITE 4x2.1kg,B_ch,1,"49,000",0,"49,000"
4326,8/2/12,HBL/TT/13/08/12_00028,UN63385,VASELINE LOTION,chai,2,"40,000",0,"80,000"
4327,8/2/12,HBL/TT/13/08/12_00028,UN48541,VISO HS STD POWDER WHT R0210 20x550g,B_ch,1,"14,000",0,"14,000"
4328,8/2/12,HBL/TT/13/08/12_00028,UN53361,COMFORT CONC LIQ RED ONE RINSE 6x800ml,Chai,1,"40,000",0,"40,000"
4329,8/2/12,HBL/TT/13/08/12_00029,UN05723,P/S TOOTHPASTE JARES HB P0310 60x160g,Hép,1,"13,000",0,"13,000"
4330,8/2/12,HBL/TT/13/08/12_00029,PH0754,FISH TANK COL-LID 18x11x12cm,C¸i,1,"35,000",0,"35,000"
4331,8/2/12,HBL/TT/13/08/12_00029,KS0043,SPLATTER LID W/KNOB BLK MESH ,PC,1,"38,000",0,"38,000"
4332,8/2/12,HBL/TT/13/08/12_00029,KC0168,SILIC.BRIGHT CUPCAKE BASESx12,PC,1,"59,000","50,000","9,000"
4333,8/2/12,HBL/TT/13/08/12_00029,KC0018,SILICON HEAT MAT / POT HOLDER,PC,1,"29,000",0,"29,000"
4334,8/2/12,HBL/TT/13/08/12_00029,KA0085,WOOD SPOONS 5pk 3x25cm/2x30cm,SET,1,"29,000",0,"29,000"
4335,8/2/12,HBL/TT/13/08/12_00029,KA0147,SILICON BASTING BRUSH SET 2pc,SET,1,"29,000",0,"29,000"
4336,8/2/12,HBL/TT/13/08/12_00029,BP0057,NAPKINS DESIGNER PRINT 20pk,PACK,1,"19,000",0,"19,000"
4337,8/2/12,HBL/TT/13/08/12_00029,CK0011,KIDS FINGERLESS GLOVES,PAIR,1,"19,000",0,"19,000"
4338,8/2/12,HBL/TT/13/08/12_00030,CK0013,MENS MAGIC GLOVES,PAIR,2,"19,000",0,"38,000"
4339,8/2/12,HBL/TT/13/08/12_00030,BH0094,MAGNIFICATION MIRROR W/SUCTION,PC,1,"15,000","10,000","5,000"
4340,8/2/12,HBL/TT/13/08/12_00030,BKC00090,banh marine,Hép,1,"14,000",0,"14,000"
4341,8/2/12,HBL/TT/13/08/12_00030,BC0076,SCOURER PAD BRUSH W/HANDLE,PC,2,"11,000",0,"22,000"
4342,8/2/12,HBL/TT/13/08/12_00030,BB0017,TOILET BRUSH S-BEND HANDLE,C¸I,2,"28,000","40,000","16,000"
4343,8/2/12,HBL/TT/13/08/12_00030,BC0034,SCRUBBERS SHINY MESH 6PK,PACK,1,"20,000",0,"20,000"
4344,8/2/12,HBL/TT/13/08/12_00030,KA0122,HANDY CADDY 4-DIV W/HDL NEON,PC,1,"20,000",0,"20,000"
4345,8/2/12,HBL/TT/13/08/12_00030,UN45762,SUNLIGHT HDW STD LIQ GTEA R0310 15x800g,Chai,1,"18,000",0,"18,000"
4346,8/2/12,HBL/TT/13/08/12_00031,LC0010,ALUM.CARABINER CLIPS 5+7MM 4PK,PACK,1,"28,000",0,"28,000"
4347,8/2/12,HBL/TT/13/08/12_00031,KS0123,HAND GRATER w/CONTAINER RECT,PC,1,"29,000",0,"29,000"
4348,8/2/12,HBL/TT/13/08/12_00031,AP0716,100 COTTON TIPS EASY DISPENSER,PACK,1,"10,000",0,"10,000"
4349,8/2/12,HBL/TT/13/08/12_00032,KM0051,MELAMINE KIDS 3 SECT PLATE,SET,1,"23,000",0,"23,000"
4350,8/2/12,HBL/TT/13/08/12_00032,HY0151,SUPER ADHESIVE HOOK WHT 12pk,PACK,1,"25,000",0,"25,000"
4351,8/2/12,HBL/TT/13/08/12_00032,SG0028,CRYSTAL CLEAR TAPE 3pk 33mtr,PACK,1,"12,000",0,"12,000"
4352,8/2/12,HBL/TT/13/08/12_00032,SL0040,ROOM STICKERS 2sheet 6asst,PACK,1,"29,000",0,"29,000"
4353,8/2/12,HBL/TT/13/08/12_00033,LC0045,MINI TORCHES 2pk -8CM/14.5CM ,SET,1,"29,000",0,"29,000"
4354,8/2/12,HBL/TT/13/08/12_00033,KT0106,KIDS PLACEMATS ANIMAL DES.4pk,PACK,2,"25,000",0,"50,000"
4355,8/2/12,HBL/TT/13/08/12_00033,OP0049,ROUND GRECIAN PLANTER PP MED,PC,2,"25,000",0,"50,000"
4356,8/2/12,HBL/TT/13/08/12_00033,QH0014,SCISSORS 3 SIZES PACK,SET,1,"28,000",0,"28,000"
4357,8/2/12,HBL/TT/13/08/12_00033,HY0155,S HOOKS 6pk 4mm DIAM.,PACK,1,"22,000",0,"22,000"
4358,8/2/12,HBL/TT/13/08/12_00033,KM0028,MELAMINE SQUARE SALAD BOWL 23C,PC,2,"19,000",0,"38,000"
4359,8/2/12,HBL/TT/13/08/12_00033,KM0010,MELAMINE RICE SPOON  20CM,PC,2,"8,000",0,"16,000"
4360,8/2/12,HBL/TT/13/08/12_00033,KS0100,MINI STASH TUBS OVAL/RECT 3pk,PACK,1,"29,000",0,"29,000"
4361,8/2/12,HBL/TT/13/08/12_00033,KS0046,CHROME WIRE TRIVET DAISY,PC,1,"18,000",0,"18,000"
4362,8/2/12,HBL/TT/13/08/12_00033,KC0024,NON-STICK FRYPAN 3pk 20-30cm ,SET,1,"149,000","50,000","99,000"
4363,8/2/12,HBL/TT/13/08/12_00033,KC0016,SILICON BAKE LOAF PAN ,PC,1,"49,000",0,"49,000"
4364,8/2/12,HBL/TT/13/08/12_00033,KA0122,HANDY CADDY 4-DIV W/HDL NEON,PC,1,"20,000",0,"20,000"
4365,8/2/12,HBL/TT/13/08/12_00033,KA0112,METAL BUTTERFLY CAN OPENER 17cm,PC,1,"18,000",0,"18,000"
4366,8/2/12,HBL/TT/13/08/12_00033,KA0145,STEEL STRAINERS 4pk ASST SIZE,SET,1,"39,000",0,"39,000"
4367,8/2/12,HBL/TT/13/08/12_00033,KA0144,PLASTIC FUNNELS 3pk W/HNDL,SET,1,"18,000",0,"18,000"
4368,8/2/12,HBL/TT/13/08/12_00033,KA0187,MEASURING JUGS 2pk 1000ml,PACK,1,"28,000",0,"28,000"
4369,8/2/12,HBL/TT/13/08/12_00033,KA0171,KNIFE SET W/CHOP BOARD WD 6pk,SET,1,"99,000",0,"99,000"
4370,8/2/12,HBL/TT/13/08/12_00033,KA0087,CUTLERY TRAY PLAST.FLUORO COL,PC,1,"29,000",0,"29,000"
4371,8/2/12,HBL/TT/13/08/12_00033,KA0091,NYLON KITCH UTENSILS 4-ON-RACK,SET,1,"39,000",0,"39,000"
4372,8/2/12,HBL/TT/13/08/12_00033,KA0065,GRATER 4-SIDED W/HDL 20.5CM,PC,1,"28,000",0,"28,000"
4373,8/2/12,HBL/TT/13/08/12_00033,KA0040,KITCHEN KNIFE/PEELER SET 4PC,SET,1,"29,000",0,"29,000"
4374,8/2/12,HBL/TT/13/08/12_00033,KA0008,TONGS POLISHED STEEL 30CM,PC,1,"20,000",0,"20,000"
4375,8/2/12,HBL/TT/13/08/12_00033,BC0013,ALL PURPOSE HOUSE WIPES PK10,SET,1,"20,000",0,"20,000"
4376,8/2/12,HBL/TT/13/08/12_00033,BB0032,KITCH SCRUB BRUSH 2asst PDQ,PC,1,"18,000",0,"18,000"
4377,8/2/12,HBL/TT/13/08/12_00033,AG0072,EMERY/BUFFER BOARDS 2 SIDED 4 PC,PACK,1,"18,000",0,"18,000"
4378,8/2/12,HBL/TT/13/08/12_00033,BC0072,SCRUB SET 19pc SPONGE/SCOURERS,SET,1,"27,000",0,"27,000"
4379,8/2/12,HBL/TT/13/08/12_00033,BC0150,GARBAGE BAG RLL HVY DTY BLK 20,PACK,1,"32,000",0,"32,000"
4380,8/2/12,HBL/TT/13/08/12_00033,BL0246,DRIP DRY HANGER ROUND 18PEG,PC,1,"28,000",0,"28,000"
4381,8/2/12,HBL/TT/13/08/12_00034,AG0070,COSMETIC SPONGE ROUND 8cm,PC,1,"12,000","2,000","10,000"
4382,8/2/12,HBL/TT/13/08/12_00034,KS0143,SWIRLY STRAW DRINK BOTTLE,PC,1,"39,000","30,000","9,000"
4383,8/2/12,HBL/TT/13/08/12_00034,SP0047,A4 100 SHEET COL COPY PAPER,PACK,1,"39,000",0,"39,000"
4384,8/2/12,HBL/TT/13/08/12_00034,SL0017,COLOURED STAR STICKERS 200pc,PACK,2,"9,000",0,"18,000"
4385,8/2/12,HBL/TT/13/08/12_00034,SF0005,REPORT COVERS PK5 SLIDE OFF SP,SET,1,"22,000",0,"22,000"
4386,8/2/12,HBL/TT/13/08/12_00034,SE0015,GEL PEN NEON PK 6,PACK,1,"25,000","20,000","5,000"
4387,8/2/12,HBL/TT/13/08/12_00034,TM0371,MINI GAMES PVC W/CASE 4asst,PC,1,"35,000",0,"35,000"
4388,8/2/12,HBL/TT/13/08/12_00034,TM0279,DOMINOS SET IN CASE,SET,1,"25,000",0,"25,000"
4389,8/2/12,HBL/TT/13/08/12_00035,AH0311,METALLIC HAIR BRUSH ON STAND,PC,1,"25,000",0,"25,000"
4390,8/2/12,HBL/TT/13/08/12_00035,BL0160,SHOWER CADDY WHITE DELUXE,PC,1,"49,000",0,"49,000"
4391,8/2/12,HBL/TT/13/08/12_00036,UN68334,COMFORT LIQ PURPLE 1-RNS 6x(1+CARD)800ml,Chai,1,"40,000",0,"40,000"
4392,8/2/12,HBL/TT/13/08/12_00036,NT0012,BABY BIB EVA CUTE PRINT,PC,1,"25,000",0,"25,000"
4393,8/2/12,HBL/TT/13/08/12_00037,SE0043,JUMBO CRAYONS W/CASE 18pk 95mm,PACK,1,"39,000","20,000","19,000"
4394,8/2/12,HBL/TT/13/08/12_00037,CS0013,KIDS ANKLE SOCKS 1-3YRS W/GRIP,PAIR,3,"16,000","30,000","18,000"
4395,8/2/12,HBL/TT/13/08/12_00037,BL0114,ADULT PLAST.HANGERS 10pk RECYC,PACK,2,"32,000",0,"64,000"
4396,8/2/12,HBL/TT/13/08/12_00037,AH0071,HAIR ELASTIC/HAIR CLIPS PK28,SET,1,"18,000",0,"18,000"
4397,8/2/12,HBL/TT/13/08/12_00037,KM0020,MELAMINE KIDS BOWL 16.75CM,PC,1,"13,000",0,"13,000"
4398,8/2/12,HBL/TT/13/08/12_00037,KM0051,MELAMINE KIDS 3 SECT PLATE,PC,1,"23,000",0,"23,000"
4399,8/2/12,HBL/TT/13/08/12_00038,GF0002,EASY FRAME BLACK 20x25CM,PC,2,"35,000",0,"70,000"
4400,8/2/12,HBL/TT/13/08/12_00038,DP0063,PH-FRAME SILVER SLEEK 10x15,PC,2,"19,000",0,"38,000"
4401,8/2/12,HBL/TT/13/08/12_00038,AT0021,ADULT TOOTHBRUSH CURVED HEAD,C¸I,3,"5,000",0,"15,000"
4402,8/2/12,HBL/TT/13/08/12_00038,BA0214,HOOK UP CLOSET FRESHENER 1pc,PC,2,"22,000",0,"44,000"
4403,8/2/12,HBL/TT/13/08/12_00038,BL0128,MAGIC CLOTHES BRUSH,PC,1,"28,000",0,"28,000"
4404,8/2/12,HBL/TT/13/08/12_00038,BH0058,PEG BASKET LAM.WIRE WHITE/GRN,PC,1,"35,000",0,"35,000"
4405,8/2/12,HBL/TT/13/08/12_00038,BC0070,RE-SEAL BAGS 100pk MIXED SIZES,SET,1,"25,000",0,"25,000"
4406,8/2/12,HBL/TT/13/08/12_00039,BH0060,STACKER BASKET X-LARGE WHITE,PC,6,"68,000","48,000","360,000"
4407,8/2/12,HBL/TT/13/08/12_00039,DH0004,TEA LITE 9 HOUR 23GM PK 10,PACK,1,"28,000",0,"28,000"
4408,8/2/12,HBL/TT/13/08/12_00039,AH0074,HAIR ELASTICS 48pc BIG CARD,PACK,1,"24,000",0,"24,000"
4409,8/2/12,HBL/TT/13/08/12_00039,KA0274,STEAMER BASKET S/STEEL 14-23cm,PC,1,"69,000",0,"69,000"
4410,8/2/12,HBL/TT/13/08/12_00039,LC0045,MINI TORCHES 2pk -8CM/14.5CM ,SET,1,"29,000",0,"29,000"
4411,8/2/12,HBL/TT/13/08/12_00040,OB0003,T/CLOTH   PICNIC 137X274CM,PCS,2,"16,000",0,"32,000"
4412,8/2/12,HBL/TT/13/08/12_00040,RG0087,COMBO LOCK STEEL WIRE 3DIGIT,PC,1,"29,000",0,"29,000"
4413,8/2/12,HBL/TT/13/08/12_00040,RG0109,LUGGAGE SCALE UP TO 32kg,PC,1,"49,000",0,"49,000"
4414,8/2/12,HBL/TT/13/08/12_00040,OT0098,WORK GLOVES GRIP DOTS 3pairs,PACK,1,"35,000",0,"35,000"
4415,8/2/12,HBL/TT/13/08/12_00040,SG0097,STAPLER & 1000 STAPLES,SET,1,"39,000",0,"39,000"
4416,8/2/12,HBL/TT/13/08/12_00040,KM0050,MELAMINE SNACK TRAY RECT.WHITE,PC,1,"33,000",0,"33,000"
4417,8/2/12,HBL/TT/13/08/12_00040,KA0015,KNIFE SET EURO STYLE W/BOARD,SET,1,"89,000",0,"89,000"
4418,8/2/12,HBL/TT/13/08/12_00040,KA0001,KITCHEN SCISSORS 20CM,PCS,1,"23,000",0,"23,000"
4419,8/2/12,HBL/TT/13/08/12_00040,DLM31100,peach yogus,Hò,1,"8,000",0,"8,000"
4420,8/2/12,HBL/TT/13/08/12_00040,HG0062,SAFETY GOGGLES CLEAR,PC,1,"13,000",0,"13,000"
4421,8/2/12,HBL/TT/13/08/12_00040,IL0011,LED PUSH LIGHT 3led 3pk,PACK,1,"59,000",0,"59,000"
4422,8/2/12,HBL/TT/13/08/12_00040,AG0865,HAND SANITIZING SPRAY 3pk 10ml,PACK,1,"23,000",0,"23,000"
4423,8/2/12,HBL/TT/13/08/12_00040,DC0003,TRAVEL CLOCK RD W/COVER,PC,1,"23,000",0,"23,000"
4424,8/2/12,HBL/TT/13/08/12_00040,BL0128,MAGIC CLOTHES BRUSH,PC,1,"28,000",0,"28,000"
4425,8/2/12,HBL/TT/13/08/12_00040,BL0127,STATIC DUSTER EXTENDABLE,SET,1,"19,000",0,"19,000"
4426,8/2/12,HBL/TT/13/08/12_00040,BC0070,RE-SEAL BAGS 100pk MIXED SIZES,SET,1,"25,000",0,"25,000"
4427,8/2/12,HBL/TT/13/08/12_00040,BC0070,RE-SEAL BAGS 100pk MIXED SIZES,SET,1,"25,000",0,"25,000"
4428,8/2/12,HBL/TT/13/08/12_00040,BC0049,CLEANING MICRO-CLOTHS 3pk ROLL,PACK,1,"32,000",0,"32,000"
4429,8/2/12,HBL/TT/13/08/12_00040,BC0119,TOOTHPICKS 1200pc W/DISPENSER,SET,1,"25,000",0,"25,000"
4430,8/2/12,HBL/TT/13/08/12_00040,BC0084,BLACK BIN LINER BAGS 40pc,PACK,1,"30,000",0,"30,000"
4431,8/2/12,HBL/TT/13/08/12_00040,BC0111,SCOURER JUMBO PK 15x10cm 21pk,PACK,1,"19,000",0,"19,000"
4432,8/2/12,HBL/TT/13/08/12_00041,BC0167,BRUSH W/2 METALLIC SCOURERS,SET,1,"24,000",0,"24,000"
4433,8/2/12,HBL/TT/13/08/12_00041,CK0003,BEANIE ACRYLIC KNITTED 68g,PCS,1,"45,000",0,"45,000"
4434,8/2/12,HBL/TT/13/08/12_00041,AG0865,HAND SANITIZING SPRAY 3pk 10ml,PACK,1,"23,000",0,"23,000"
4435,8/2/12,HBL/TT/13/08/12_00041,AG0119,SHOWER CAPS 6pk 3COLOUR MIX,PACK,1,"14,000",0,"14,000"
4436,8/2/12,HBL/TT/13/08/12_00041,BA0214,HOOK UP CLOSET FRESHENER 1pc,PC,2,"22,000",0,"44,000"
4437,8/2/12,HBL/TT/13/08/12_00041,BC0031,COTTON DISH CLOTHS 35x35cm 4PK,PACK,1,"34,000",0,"34,000"
4438,8/2/12,HBL/TT/13/08/12_00041,AH0198,HAIR ACCESS.SET ZIP POUCH 28pc,SET,1,"19,000",0,"19,000"
4439,8/2/12,HBL/TT/13/08/12_00041,IL0011,LED PUSH LIGHT 3led 3pk,PACK,1,"59,000",0,"59,000"
4440,8/2/12,HBL/TT/13/08/12_00041,KS0043,SPLATTER LID W/KNOB BLK MESH ,PC,1,"38,000",0,"38,000"
4441,8/2/12,HBL/TT/13/08/12_00041,SG0019,CORRECTION FLUID AND PEN SET,SET,1,"20,000",0,"20,000"
4442,8/2/12,HBL/TT/13/08/12_00041,RG0085,LUGGAGE FASHION COL TAGS 2pk,PACK,1,"39,000",0,"39,000"
4443,8/2/12,HBL/TT/13/08/12_00041,RG0078,LUGGAGE LOCKS 2pk COLOURED,PACK,1,"39,000",0,"39,000"
4444,8/2/12,HBL/TT/13/08/12_00042,KA0064,CAN OPENER 19CM DELUXE,PC,1,"45,000",0,"45,000"
4445,8/2/12,HBL/TT/13/08/12_00042,BKC15000,KÑo nhom 15000/50g,gram,19,300,0,"5,700"
4446,8/2/12,HBL/TT/13/08/12_00043,BKC00083,KÑo Mentos ,cay,1,"6,000",0,"6,000"
4447,8/2/12,HBL/TT/13/08/12_00043,AP0639,MESSY FING/FACE/HAND WIPES 30,PACK,1,"19,000",0,"19,000"
4448,8/2/12,HBL/TT/13/08/12_00044,SL0022,3D PUFFY FOAM STICKER 32pc,SET,1,"29,000",0,"29,000"
4449,8/2/12,HBL/TT/13/08/12_00044,SE0086,JUMBO PENCIL W/SHARPENER,PC,1,"18,000",0,"18,000"
4450,8/3/12,HBL/TT/11/08/12_00038,LC0091,WIND UP LED TORCH-3 LED,PC,1,"99,000",0,"99,000"
4451,8/3/12,HBL/TT/11/08/12_00038,HG0038,BICYCLE CABLE LOCK 80CM,PCS,1,"39,000",0,"39,000"
4452,8/3/12,HBL/TT/11/08/12_00039,KA0018,SKIMMER SPOON  BLK/ALUMIN,PC,1,"15,000",0,"15,000"
4453,8/3/12,HBL/TT/11/08/12_00039,BB0028,NOODLE DUST BRUSH ASST COL,PC,1,"20,000",0,"20,000"
4454,8/3/12,HBL/TT/11/08/12_00039,BC0167,BRUSH W/2 METALLIC SCOURERS,SET,2,"24,000",0,"48,000"
4455,8/3/12,HBL/TT/11/08/12_00039,US0193,FLEXI TUB 18litre ASST COL,PC,1,"79,000",0,"79,000"
4456,8/3/12,HBL/TT/11/08/12_00039,UN44376,LUX PW BAR MGS 144x90g,Côc,2,"5,000",0,"10,000"
4457,8/3/12,HBL/TT/11/08/12_00040,US0193,FLEXI TUB 18litre ASST COL,PC,1,"79,000",0,"79,000"
4458,8/3/12,HBL/TT/11/08/12_00041,TM0313,BUBBLE FUN 4pk TUBES W/WANDS,PACK,1,"29,000",0,"29,000"
4459,8/3/12,HBL/TT/11/08/12_00041,TM0279,DOMINOS SET IN CASE,SET,1,"25,000",0,"25,000"
4460,8/3/12,HBL/TT/11/08/12_00041,KT0004,T/CLOTH VNYL FLN BCK 152CM RND,PC,1,"35,000",0,"35,000"
4461,8/3/12,HBL/TT/11/08/12_00041,QE0124,STORAGE CASE W/CLIPS 37x28cm,PC,1,"69,000",0,"69,000"
4462,8/3/12,HBL/TT/11/08/12_00041,AG0004,EMERY BOARDS 24PC COLOURED,PACK,1,"15,000",0,"15,000"
4463,8/3/12,HBL/TT/11/08/12_00041,AH0077,HAIR BANDS 4pk STRETCH COLS,PACK,1,"19,000",0,"19,000"
4464,8/3/12,HBL/TT/11/08/12_00041,KA0088,ICE CUBE TRAY W/LID NON-SPILL,PC,2,"32,000",0,"64,000"
4465,8/3/12,HBL/TT/11/08/12_00041,KD0059,SIPPY CUPS 4pk ASST COL,PACK,1,"29,000",0,"29,000"
4466,8/3/12,HBL/TT/11/08/12_00041,HG0096,HIGH-VIS STICKERS 8/10pk 4asst,PC,1,"20,000",0,"20,000"
4467,8/3/12,HBL/TT/11/08/12_00041,GW0007,JUMBO WALL THERMOMETER PLASTIC,PC,1,"29,000",0,"29,000"
4468,8/3/12,HBL/TT/11/08/12_00041,HY0117,SKID PROTECTORS CORK/FELT 28pc,PACK,1,"18,000",0,"18,000"
4469,8/3/12,HBL/TT/11/08/12_00042,EA0289,STEREO EARPHONES W/CASE PDQ,PACK,1,"39,000",0,"39,000"
4470,8/3/12,HBL/TT/11/08/12_00042,AT0010,TOOTH BRUSHES PLASTIC CUP 12pk,SET,1,"39,000",0,"39,000"
4471,8/3/12,HBL/TT/11/08/12_00042,BL0054,LAUNDRY BAG POP-UP 58x36x36cm,PC,1,"31,000",0,"31,000"
4472,8/3/12,HBL/TT/11/08/12_00042,KT0003,T/CLOTH VNYL FLN BCK 132x228CM,PC,1,"39,000",0,"39,000"
4473,8/3/12,HBL/TT/11/08/12_00042,SG0142,KIDS PRINTED ANIMAL SCISSORS 4asst,PC,1,"18,000",0,"18,000"
4474,8/3/12,HBL/TT/11/08/12_00042,UN07833,P/S TOOTHPASTE COMPLETE 8 60x150g,Hép,2,"15,000",0,"30,000"
4475,8/3/12,HBL/TT/11/08/12_00042,UN05723,P/S TOOTHPASTE JARES HB P0310 60x160g,Hép,2,"13,000",0,"26,000"
4476,8/3/12,HBL/TT/11/08/12_00043,AG0160,MENS RAZORS BLUE 40pk,PACK,1,"48,000",0,"48,000"
4477,8/3/12,HBL/TT/11/08/12_00044,AH0004,HAIR BRUSH VENT 21CM,PC,1,"9,000",0,"9,000"
4478,8/3/12,HBL/TT/11/08/12_00044,BKC00090,banh marine,Hép,1,"14,000",0,"14,000"
4479,8/3/12,HBL/TT/11/08/12_00044,BKC00081,Keo mut trai cay & thu,cay,6,"2,000",0,"12,000"
4480,8/3/12,HBL/TT/11/08/12_00044,BKC00058,Socola Kitkat 6 thanh 17 g,cay,1,"5,000",0,"5,000"
4481,8/3/12,HBL/TT/11/08/12_00044,UN05723,P/S TOOTHPASTE JARES HB P0310 60x160g,Hép,2,"13,000",0,"26,000"
4482,8/3/12,HBL/TT/11/08/12_00044,SP0008,NOTE BOOK SPIRAL PP COVER A6,PC,1,"14,000",0,"14,000"
4483,8/3/12,HBL/TT/11/08/12_00044,PA0142,DOG TOY SNEAKERS ONE PAIR,PACK,1,"28,000",0,"28,000"
4484,8/3/12,HBL/TT/11/08/12_00044,SB0002,VELVET ART POSTER 4pc MARKERS,SET,1,"29,000",0,"29,000"
4485,8/3/12,HBL/TT/11/08/12_00045,MA0011,ANTI SLIP FOAM MAT 65X180CM,PACK,1,"109,000","50,000","59,000"
4486,8/3/12,HBL/TT/11/08/12_00045,SK0007,SPONGE & PAINT SET 6+6pc,SET,1,"29,000",0,"29,000"
4487,8/3/12,HBL/TT/11/08/12_00045,BKC00050,Keo tim nho,cay,1,"6,000",0,"6,000"
4488,8/3/12,HBL/TT/11/08/12_00045,HT0067,SHARPENING STONE 15CM,PC,1,"22,000",0,"22,000"
4489,8/3/12,HBL/TT/11/08/12_00046,DP0064,PH-FRAME SILVER SLEEK 13x18,PC,1,"25,000",0,"25,000"
4490,8/3/12,HBL/TT/11/08/12_00046,SE0023,PENCILS W/ERASERS HB 10PC,SET,1,"16,000",0,"16,000"
4491,8/3/12,HBL/TT/11/08/12_00046,NT0012,BABY BIB EVA CUTE PRINT,PC,1,"25,000",0,"25,000"
4492,8/3/12,HBL/TT/11/08/12_00046,QA0119,PAINT PALETTE OVAL/ROUND 2pc,PC,1,"29,000",0,"29,000"
4493,8/3/12,HBL/TT/11/08/12_00046,TN0099,JUMBO GLOW SET 4ASST,PACK,1,"24,000",0,"24,000"
4494,8/3/12,HBL/TT/11/08/12_00046,US0131,3 TIER DRAWER UNIT,PC,1,"59,000",0,"59,000"
4495,8/3/12,HBL/TT/11/08/12_00047,UN62554,SUNLIGHT HDW STD LEMON 24x400g,Chai,1,"10,000",0,"10,000"
4496,8/3/12,HBL/TT/11/08/12_00047,MK0021,KITCHEN MITT JUMBO PADDED ,PACK,2,"32,000",0,"64,000"
4497,8/3/12,HBL/TT/11/08/12_00047,SE0057,PENS 10pk MIXED PVC POUCH ,PACK,1,"19,000",0,"19,000"
4498,8/3/12,HBL/TT/11/08/12_00047,SF0027,DOCUMENT POUCH 24.8x32.5cm ,PC,1,"10,000",0,"10,000"
4499,8/3/12,HBL/TT/11/08/12_00047,KA0074,VEGETABLE PEELERS PK4,PC,1,"15,000",0,"15,000"
4500,8/3/12,HBL/TT/11/08/12_00047,KA0248,GARLIC STORER PDQ,PC,1,"19,000",0,"19,000"
4501,8/3/12,HBL/TT/11/08/12_00047,BL0246,DRIP DRY HANGER ROUND 18PEG,PC,1,"28,000",0,"28,000"
